ExperimentName,Subject,Direction,JOL,JOL_RT,recall_cue,Recall_Response,sorted_JOL_TARGET,Scored
D_JOL C 2,116,F,40,3958,Strawberry,fruit,fruit,1
D_JOL C 2,116,F,40,3999,Sardine,fish,fish,1
D_JOL C 2,116,F,40,2260,League,baseball,baseball,1
D_JOL C 2,116,F,40,2976,Banker,money,money,1
D_JOL C 2,116,B,40,3444,Tie,bow,shoelace,0
D_JOL C 2,116,B,40,2968,Trash,dispose,litter,0
D_JOL C 2,116,B,40,3705,Cold,chill,bitter,0
D_JOL C 2,116,S,40,3430,Wax,candle,candle,1
D_JOL C 2,116,S,40,3277,Ground,earth,earth,1
D_JOL C 2,116,S,40,4783,Seatbelt,safety,safety,1
D_JOL C 2,116,S,40,3407,Lie,truth,truth,1
D_JOL C 2,116,S,40,2990,Hate,envy,name,0
D_JOL C 2,119,S,40,2322,Ground,earth,earth,1
D_JOL C 2,119,U,40,2092,Maroon,jury,justice,0
D_JOL C 2,123,F,40,2684,Thimble,thread,thread,1
D_JOL C 2,123,U,40,5488,Charm,,vehicle,0
D_JOL C 2,127,F,40,5841,Sardine,fish,fish,1
D_JOL D 2,144,F,40,6841,Growth,height,height,1
D_JOL D 2,144,F,40,4723,Attorney,law,law,1
D_JOL D 2,144,F,40,4161,Latch,key,key,1
D_JOL D 2,144,B,40,12298,Plant,leaf,root,0
D_JOL D 2,144,B,40,4288,Clean,hygiene,hygiene,1
D_JOL D 2,144,S,40,3144,Cheese,wine,wine,1
D_JOL D 2,148,F,40,11600,Word,sentence,sentence,1
D_JOL D 2,148,F,40,2893,Fantastic,show,great,0
D_JOL D 2,148,B,40,4621,Money,green,wage,0
D_JOL D 2,148,U,40,3551,Hand,nails,fix,0
D_JOL D 2,148,F,40,5921,Windsield,car,NA,0
D_JOL D 2,148,F,40,5874,Villian,evil,NA,0
D_JOL D 2,148,F,40,6996,Panther,cat,cat,1
D_JOL D 2,148,S,40,7077,Noise,loud,loud,1
D_JOL D 2,148,U,40,7283,Shake,bake,shell,0
D_JOL D 2,148,U,40,6660,Bang,,fuzzy,0
D_JOL D 2,148,U,40,4373,Ounce,,both,0
D_JOL D 2,120,B,40,4255,Money,bank,wage,0
D_JOL D 2,120,B,40,6785,News,editor,editor,1
D_JOL D 2,120,B,40,6222,Cold,chill,bitter,0
D_JOL D 2,120,S,40,4353,Site,location,location,1
D_JOL D 2,120,S,40,4674,Waste,time,dump,0
D_JOL D 2,124,F,40,3843,Attorney,law,law,1
D_JOL D 2,124,F,40,1903,Fantastic,good,great,0
D_JOL D 2,124,B,40,1569,Bad,health,delinquent,0
D_JOL D 2,124,B,40,2261,Stomach,digestion,digestion,1
D_JOL D 2,124,B,40,4163,Card,bank,credit,0
D_JOL D 2,124,S,40,2577,Waste,dump,dump,1
D_JOL D 2,124,F,40,5600,Coffin,dead,dead,1
D_JOL D 2,124,F,40,9376,Aircraft,plane,plane,1
D_JOL D 2,124,F,40,2281,Sardine,fish,fish,1
D_JOL D 2,124,F,40,3678,Nap,sleep,sleep,1
D_JOL D 2,124,S,40,5280,Lie,detector,truth,0
D_JOL D 2,124,S,40,4413,Reel,rod,rod,1
D_JOL D 2,124,U,40,8469,Election,vote,maze,0
D_JOL D 2,124,U,40,5160,Charm,happy,vehicle,0
D_JOL D 2,128,S,40,113197,Noise,loud,loud,1
D_JOL D 2,128,S,40,2276,Hate,love,name,0
D_JOL C 2,147,F,39,7716,Chore,,work,0
D_JOL C 2,147,B,39,6915,News,editor,editor,1
D_JOL C 2,115,U,38,6944,Hand,fix,fix,1
D_JOL C 2,115,U,38,3041,Toil,boil,lease,0
D_JOL C 2,147,B,38,11136,Bad,,delinquent,0
D_JOL C 2,147,B,38,4643,Plant,,root,0
D_JOL C 2,147,B,38,9368,Card,,credit,0
D_JOL D 2,132,S,38,3486,Lonely,alone,alone,1
D_JOL D 2,152,S,38,5222,Communication,phone,phone,1
D_JOL D 2,132,S,37,4141,Waste,dump,dump,1
D_JOL D 2,132,U,37,3289,Maroon,justice,justice,1
D_JOL D 2,132,F,36,1872,Growth,height,height,1
D_JOL D 2,132,U,36,2610,Belt,soon,soon,1
D_JOL D 2,152,F,36,7280,Brawl,fight,fight,1
D_JOL C 2,115,U,35,3914,Belt,soon,soon,1
D_JOL C 2,115,U,35,4670,Bronze,silver,artery,0
D_JOL C 2,115,B,35,10234,Game,clue,clue,1
D_JOL C 2,131,U,35,10528,Clutter,space,pusher,0
D_JOL C 2,131,U,35,5017,Ounce,measur,both,0
D_JOL C 2,143,F,35,7107,Latch,attach,key,0
D_JOL C 2,147,F,35,5841,Latch,key,key,1
D_JOL C 2,147,S,35,6761,Jury,trial,trial,1
D_JOL C 2,147,S,35,8796,Design,architecture,architecture,1
D_JOL D 2,132,F,35,10059,Cave,dark,dark,1
D_JOL D 2,132,U,35,9696,Accident,happy,strong,0
D_JOL D 2,132,F,35,3151,Sardine,fish,fish,1
D_JOL D 2,148,B,35,7865,Fight,brawl,feud,0
D_JOL D 2,120,B,35,3167,Bad,defiant,delinquent,0
D_JOL D 2,128,S,35,8008,Amount,enough,number,0
D_JOL D 2,128,U,35,1550,Sight,see,debate,0
D_JOL D 2,128,U,35,2636,Add,water,valley,0
D_JOL D 2,128,U,35,1807,Vase,glass,king,0
D_JOL D 2,128,F,35,2147,Favorite,best,best,1
D_JOL D 2,128,F,35,6202,Nap,sleep,sleep,1
D_JOL D 2,128,B,35,2510,Long,run,extension,0
D_JOL D 2,128,B,35,1238,Game,play,clue,0
D_JOL D 2,128,B,35,2188,Love,affection,affection,1
D_JOL D 2,128,S,35,7420,Ground,earth,earth,1
D_JOL C 2,143,B,34,3277,Fight,aircraft,feud,0
D_JOL D 2,132,U,34,2875,Add,valley,valley,1
D_JOL D 2,152,B,34,5336,Water,drink,bridge,0
D_JOL D 2,152,U,34,2012,Woman,girl,lift,0
D_JOL D 2,152,U,34,3076,Fiction,life,listen,0
D_JOL D 2,124,S,34,13864,Wind,breeze,blow,0
D_JOL D 2,128,B,34,2249,Rock,stop,geology,0
D_JOL C 2,115,U,33,5368,Tuck,away,allow,0
D_JOL C 2,143,F,33,924,Villian,bad,NA,0
D_JOL D 2,128,U,33,1746,Hand,shake,fix,0
D_JOL D 2,128,U,33,2549,Joke,laugh,keys,0
D_JOL C 2,143,B,32,1562,Game,boy,clue,0
D_JOL D 2,132,B,32,3388,Sting,hornet,hornet,1
D_JOL D 2,132,U,32,2162,Tuck,roll,allow,0
D_JOL D 2,132,F,32,7481,Windsield,car,NA,0
D_JOL D 2,152,S,32,8773,Ground,earth,earth,1
D_JOL D 2,132,F,31,3309,Latch,keys,key,1
D_JOL D 2,132,B,31,3782,Dog,paw,paw,1
D_JOL D 2,132,B,31,1796,Fish,tuna,tuna,1
D_JOL D 2,132,U,31,3506,Clothes,blouse,NA,0
D_JOL C 2,135,F,30,1624,Cave,dark,dark,1
D_JOL C 2,135,F,30,3489,Chore,work,work,1
D_JOL C 2,135,F,30,10280,Famine,j,hunger,0
D_JOL C 2,135,F,30,3891,Drowsy,sleepy,sleep,1
D_JOL C 2,135,B,30,3094,Bad,good,delinquent,0
D_JOL C 2,135,B,30,1545,Sting,j,hornet,0
D_JOL C 2,135,B,30,2067,Cold,brezze,bitter,0
D_JOL C 2,135,B,30,4284,Out,in,way,0
D_JOL C 2,135,B,30,2339,Clean,dirty,hygiene,0
D_JOL C 2,135,B,30,2562,War,dissaster,revolution,0
D_JOL C 2,135,S,30,3473,Bar,grill,grill,1
D_JOL C 2,135,S,30,1433,Soda,bar,pop,0
D_JOL C 2,135,U,30,1789,Clutter,hair,pusher,0
D_JOL C 2,135,U,30,3568,Floor,distance,discover,0
D_JOL C 2,135,U,30,3314,Sight,see,debate,0
D_JOL C 2,135,U,30,4572,Hand,ful,fix,0
D_JOL C 2,135,U,30,3295,Position,rol,machine,0
D_JOL C 2,135,U,30,1339,Add,enough,valley,0
D_JOL C 2,135,F,30,1696,Penguin,bird,bird,1
D_JOL C 2,135,F,30,1703,Aircraft,airplane,plane,1
D_JOL C 2,135,B,30,3377,End,star,begin,0
D_JOL C 2,135,B,30,2656,Red,cherry,cherry,1
D_JOL C 2,135,B,30,2549,Smell,bad,incense,0
D_JOL C 2,135,B,30,2762,Fight,pain,feud,0
D_JOL C 2,135,U,30,1436,Shake,j,shell,0
D_JOL C 2,135,U,30,4045,Fiction,movie,listen,0
D_JOL C 2,135,U,30,3400,Bang,tung,fuzzy,0
D_JOL C 2,135,U,30,6824,Toil,bath,lease,0
D_JOL C 2,135,U,30,1916,Ounce,pound,both,0
D_JOL C 2,143,F,30,4260,Sip,drink,drink,1
D_JOL C 2,143,F,30,5294,Attorney,general,law,0
D_JOL C 2,143,S,30,5187,Design,room,architecture,0
D_JOL C 2,143,U,30,2324,Business,attire,death,0
D_JOL C 2,143,U,30,3843,Hand,foot,fix,0
D_JOL C 2,143,U,30,6127,Vase,holder,king,0
D_JOL C 2,147,F,30,6347,Division,,math,0
D_JOL C 2,147,F,30,5027,Stench,smell,smell,1
D_JOL C 2,147,F,30,12889,Pilot,plane,plane,1
D_JOL C 2,147,B,30,5782,Stomach,,digestion,0
D_JOL C 2,147,B,30,5855,Bird,swan,swan,1
D_JOL C 2,147,B,30,4115,Clean,hygiene,hygiene,1
D_JOL C 2,147,B,30,9017,Flower,tulip,orchid,0
D_JOL C 2,147,S,30,13651,Bar,grill,grill,1
D_JOL C 2,147,S,30,4757,Liver,kidney,kidney,1
D_JOL C 2,147,S,30,6357,Cheese,wine,wine,1
D_JOL C 2,147,S,30,3651,Toilet,bathroom,bathroom,1
D_JOL C 2,147,S,30,9788,Decision,choice,choice,1
D_JOL C 2,147,S,30,11321,Salad,lettuce,lettuce,1
D_JOL C 2,147,S,30,5763,Bee,honey,honey,1
D_JOL C 2,143,B,30,2392,Mystery,object,detective,0
D_JOL C 2,143,B,30,1913,Paper,cut,document,0
D_JOL C 2,143,B,30,3637,Scissors,cut,shears,0
D_JOL C 2,143,S,30,1504,Have,want,own,0
D_JOL C 2,147,F,30,3064,Windsield,car,NA,0
D_JOL C 2,147,F,30,4520,Villian,bad,NA,0
D_JOL C 2,147,F,30,3650,Actress,star,star,1
D_JOL C 2,147,F,30,5704,Balloon,pop,pop,1
D_JOL C 2,147,F,30,2992,Coffin,dead,dead,1
D_JOL C 2,147,F,30,4091,Aircraft,plane,plane,1
D_JOL C 2,147,F,30,4208,League,basebal,baseball,1
D_JOL C 2,147,B,30,6165,Tie,shoelace,shoelace,1
D_JOL C 2,147,B,30,3901,Trash,,litter,0
D_JOL C 2,147,S,30,2407,Bracelet,wrist,wrist,1
D_JOL C 2,147,S,30,2945,Away,,gone,0
D_JOL C 2,147,S,30,3124,Drink,water,water,1
D_JOL C 2,147,S,30,5469,Lonely,alone,alone,1
D_JOL C 2,147,S,30,4646,Have,own,own,1
D_JOL C 2,147,U,30,3885,Clear,,moat,0
D_JOL C 2,119,S,30,3650,Site,word,location,0
D_JOL C 2,123,B,30,4891,Sting,bee,hornet,0
D_JOL C 2,123,B,30,4903,Water,bottle,bridge,0
D_JOL C 2,123,B,30,10234,War,,revolution,0
D_JOL C 2,123,U,30,3986,Hand,,fix,0
D_JOL C 2,127,F,30,4872,Word,,sentence,0
D_JOL C 2,127,B,30,7041,Money,,wage,0
D_JOL C 2,127,U,30,8667,Floor,,discover,0
D_JOL C 2,116,F,30,4868,Flip,turn,turn,1
D_JOL C 2,116,F,30,4270,Windsield,glass,NA,0
D_JOL C 2,116,F,30,5753,Favorite,person,best,0
D_JOL C 2,116,F,30,2431,Coffin,dead,dead,1
D_JOL C 2,116,B,30,2865,Plant,tree,root,0
D_JOL C 2,116,B,30,2794,Red,blue,cherry,0
D_JOL C 2,116,S,30,4141,Jar,jam,mason,0
D_JOL C 2,116,S,30,3231,Carbon,dioxide,element,0
D_JOL C 2,116,U,30,4263,Ounce,pound,both,0
D_JOL C 2,123,F,30,6892,Aircraft,airplane,plane,1
D_JOL D 2,144,F,30,5377,Seize,stop,take,0
D_JOL D 2,144,F,30,2606,Racket,rocket,ball,0
D_JOL D 2,144,B,30,2175,News,editor,editor,1
D_JOL D 2,144,U,30,6352,Position,location,machine,0
D_JOL D 2,148,B,30,4208,Hammer,nail,chisel,0
D_JOL D 2,148,B,30,6873,Sting,bee,hornet,0
D_JOL D 2,148,B,30,7561,Out,close,way,0
D_JOL D 2,148,U,30,4723,Sacking,,dietary,0
D_JOL D 2,148,U,30,5958,Woman,,lift,0
D_JOL D 2,144,U,30,11455,Bang,hit,fuzzy,0
D_JOL D 2,148,F,30,3227,Banker,money,money,1
D_JOL D 2,148,B,30,5512,Paper,airplane,document,0
D_JOL D 2,148,U,30,3168,Maroon,color,justice,0
D_JOL D 2,148,U,30,4064,Obtain,,meat,0
D_JOL D 2,148,U,30,3271,Main,street,scar,0
D_JOL D 2,152,B,30,4881,Game,video,clue,0
D_JOL D 2,152,S,30,5896,Tick,flee,flea,1
D_JOL D 2,152,U,30,4741,Sign,lease,loan,0
D_JOL D 2,120,F,30,4258,Attire,wear,clothes,0
D_JOL D 2,120,S,30,3074,Jury,trial,trial,1
D_JOL D 2,124,F,30,3955,Cave,hil,dark,0
D_JOL D 2,124,F,30,2491,Attire,clothes,clothes,1
D_JOL D 2,124,F,30,4634,Blaze,fire,fire,1
D_JOL D 2,124,B,30,3289,War,wepon,revolution,0
D_JOL D 2,124,U,30,4457,Sacking,fire,dietary,0
D_JOL D 2,124,U,30,2713,Sick,hospital,hide,0
D_JOL D 2,124,F,30,5036,Villian,bad,NA,0
D_JOL D 2,124,B,30,5447,Game,play,clue,0
D_JOL D 2,124,U,30,11148,Cloth,neat,stretch,0
D_JOL D 2,124,U,30,6514,Fiction,fake,listen,0
D_JOL D 2,124,U,30,3007,Ounce,lost,both,0
D_JOL D 2,124,U,30,4713,Children,school,mirror,0
D_JOL D 2,128,S,30,12522,Temper,tantrum,tantrum,1
D_JOL D 2,128,U,30,1725,Morning,breakfast,temperature,0
D_JOL C 2,115,U,29,3234,Business,death,death,1
D_JOL D 2,132,U,29,11677,Shake,shell,shell,1
D_JOL C 2,115,B,28,4734,News,editor,editor,1
D_JOL C 2,115,U,28,4938,Position,front,machine,0
D_JOL D 2,132,S,28,12260,Tick,flea,flea,1
D_JOL C 2,147,B,27,4629,Fish,tuna,tuna,1
D_JOL C 2,147,U,27,5011,Sight,,debate,0
D_JOL C 2,147,B,26,8844,Water,,bridge,0
D_JOL C 2,147,U,26,10736,Car,happy,happy,1
D_JOL D 2,132,U,26,6281,Morning,temperature,temperature,1
D_JOL C 2,115,U,25,3074,Sight,eyes,debate,0
D_JOL C 2,131,U,25,4038,Floor,door,discover,0
D_JOL C 2,143,F,25,2896,Attire,clothes,clothes,1
D_JOL C 2,147,F,25,5007,Sip,drink,drink,1
D_JOL C 2,147,F,25,7712,Seize,take,take,1
D_JOL C 2,147,F,25,5667,Fantastic,great,great,1
D_JOL C 2,147,F,25,3823,Chili,hot,hot,1
D_JOL C 2,147,F,25,8218,Racket,ball,ball,1
D_JOL C 2,147,F,25,18521,Blaze,fire,fire,1
D_JOL C 2,147,B,25,4048,Cold,,bitter,0
D_JOL C 2,147,B,25,4181,Dog,paw,paw,1
D_JOL C 2,147,B,25,5502,Rock,,geology,0
D_JOL C 2,147,B,25,4755,Talk,conversation,discussion,0
D_JOL C 2,147,S,25,7571,Amount,number,number,1
D_JOL C 2,147,S,25,3968,Waste,dump,dump,1
D_JOL C 2,147,S,25,3743,End,begin,begin,1
D_JOL C 2,147,S,25,3279,Wind,blow,blow,1
D_JOL C 2,147,U,25,6621,Hungry,,park,0
D_JOL C 2,147,U,25,7989,Floor,,discover,0
D_JOL C 2,147,U,25,3936,Business,death,death,1
D_JOL C 2,147,U,25,5536,Bronze,,artery,0
D_JOL C 2,147,U,25,2522,Hand,,fix,0
D_JOL C 2,147,U,25,12090,Lion,art,art,1
D_JOL C 2,147,U,25,7492,Accident,,strong,0
D_JOL C 2,147,U,25,5331,Add,,valley,0
D_JOL C 2,147,U,25,10680,Vase,king,king,1
D_JOL C 2,147,F,25,4974,Flip,,turn,0
D_JOL C 2,147,F,25,2558,Revenge,,even,0
D_JOL C 2,147,F,25,3101,Strawberry,fruit,fruit,1
D_JOL C 2,147,F,25,1819,Favorite,best,best,1
D_JOL C 2,147,F,25,1967,Panther,cat,cat,1
D_JOL C 2,147,F,25,6394,Breakable,glass,glass,1
D_JOL C 2,147,F,25,2795,Sardine,fish,fish,1
D_JOL C 2,147,F,25,1745,Banker,money,money,1
D_JOL C 2,147,F,25,5454,Truthful,honest,honest,1
D_JOL C 2,147,F,25,3325,Brawl,fight,fight,1
D_JOL C 2,147,B,25,2355,Long,,extension,0
D_JOL C 2,147,B,25,1946,Game,clue,clue,1
D_JOL C 2,147,B,25,3510,Plant,catus,root,0
D_JOL C 2,147,B,25,3958,End,,begin,0
D_JOL C 2,147,B,25,3331,Dog,furry,paw,0
D_JOL C 2,147,B,25,2233,Car,engine,happy,0
D_JOL C 2,147,B,25,4166,Cut,,chop,0
D_JOL C 2,147,B,25,5095,Donkey,mule,mule,0
D_JOL C 2,147,B,25,1912,Eat,,dine,0
D_JOL C 2,147,B,25,6341,Scissors,shear,shears,1
D_JOL C 2,147,B,25,7888,Fight,brawl,feud,0
D_JOL C 2,147,B,25,2459,Cold,chill,bitter,0
D_JOL C 2,147,B,25,2793,Love,affection,affection,1
D_JOL C 2,147,S,25,5278,Shave,razor,razor,1
D_JOL C 2,147,S,25,3379,Equal,rights,rights,1
D_JOL C 2,147,S,25,4061,Jar,ason,mason,1
D_JOL C 2,147,S,25,2214,Wax,candle,candle,1
D_JOL C 2,147,S,25,3048,Carbon,element,element,1
D_JOL C 2,147,S,25,4999,Ground,earth,earth,1
D_JOL C 2,147,S,25,4897,Wet,dr,dry,1
D_JOL C 2,147,S,25,3585,Lie,truth,truth,1
D_JOL C 2,147,S,25,7139,Reel,rod,rod,1
D_JOL C 2,147,S,25,3432,Tick,flea,flea,1
D_JOL C 2,147,S,25,1472,Noise,loud,loud,1
D_JOL C 2,147,S,25,4058,Hate,name,name,1
D_JOL C 2,147,U,25,2588,Morning,temperature,temperature,1
D_JOL C 2,123,U,25,4918,Vase,flowers,king,0
D_JOL D 2,136,B,25,1578,Cold,ice,bitter,0
D_JOL D 2,136,S,25,7679,Decision,choice,choice,1
D_JOL D 2,136,U,25,2073,Bronze,gold,artery,0
D_JOL D 2,136,U,25,4654,Children,loud,mirror,0
D_JOL D 2,132,B,25,8935,Plant,pot,root,0
D_JOL D 2,148,S,25,3580,Shave,,razor,0
D_JOL D 2,148,U,25,2702,Election,president,maze,0
D_JOL D 2,148,U,25,6607,Charm,necklace,vehicle,0
D_JOL D 2,148,U,25,3108,Fiction,book,listen,0
D_JOL D 2,120,F,25,4122,Blaze,fire,fire,1
D_JOL D 2,128,F,25,1835,Chore,wash,work,0
D_JOL D 2,128,F,25,2279,Famine,fire,hunger,0
D_JOL D 2,128,B,25,1678,Cold,chill,bitter,0
D_JOL D 2,128,S,25,2029,Waste,waist,dump,0
D_JOL D 2,128,F,25,9288,Strawberry,fruit,fruit,1
D_JOL D 2,128,U,25,2261,Tan,sun,sun,1
D_JOL D 2,128,U,25,2190,Maroon,sheal,justice,0
D_JOL C 2,147,U,24,6680,Position,machine,machine,1
D_JOL C 2,147,U,24,4573,Tuck,allow,allow,1
D_JOL C 2,147,U,24,9156,Riddle,,sugar,0
D_JOL C 2,127,F,24,10354,Drowsy,sleep,sleep,1
D_JOL D 2,132,U,24,1943,Business,destruction,death,0
D_JOL D 2,132,U,24,7187,Able,obtain,crackle,0
D_JOL D 2,152,U,24,4599,Election,vote,maze,0
D_JOL D 2,128,B,24,2628,Card,play,credit,0
D_JOL C 2,135,U,23,2858,Sacking,j,dietary,0
D_JOL C 2,131,B,23,4675,Game,show,clue,0
D_JOL C 2,143,B,23,3758,Dog,paw,paw,1
D_JOL C 2,143,F,23,1278,League,own,baseball,0
D_JOL C 2,127,S,23,4092,Communication,phone,phone,1
D_JOL D 2,132,U,23,4221,Hand,held,fix,0
D_JOL D 2,132,U,23,2461,Lion,art,art,1
D_JOL D 2,132,U,23,3394,Vase,king,king,1
D_JOL D 2,132,F,23,2480,Flip,turn,turn,1
D_JOL D 2,132,B,23,21989,Red,cherry,cherry,1
D_JOL D 2,132,B,23,3748,Smell,sniff,incense,0
D_JOL D 2,132,U,23,2922,Children,young,mirror,0
D_JOL D 2,152,F,23,2824,Attorney,judge,law,0
D_JOL D 2,152,F,23,9384,Fantastic,fun,great,0
D_JOL D 2,152,S,23,3195,Wind,blow,blow,1
D_JOL D 2,152,U,23,3491,Position,work,machine,0
D_JOL D 2,152,U,23,5368,Main,idea,scar,0
D_JOL C 2,143,B,22,2355,Car,park,happy,0
D_JOL C 2,143,U,22,2380,Clothes,shirt,NA,0
D_JOL C 2,116,U,22,9185,Joke,funny,keys,0
D_JOL D 2,132,U,22,2719,Toil,soil,lease,0
D_JOL D 2,132,U,22,3075,Ounce,both,both,1
D_JOL D 2,128,U,22,1362,Car,windshield,happy,0
D_JOL C 2,127,B,21,6198,Talk,,discussion,0
D_JOL D 2,132,U,21,2090,Sight,hearing,debate,0
D_JOL D 2,132,F,21,4571,Thimble,thread,thread,1
D_JOL D 2,132,U,21,7210,Bang,juice,fuzzy,0
D_JOL D 2,152,F,21,6384,Penguin,bird,bird,1
D_JOL D 2,124,B,21,1850,Sting,bee,hornet,0
D_JOL C 2,115,B,20,4730,Fish,shrimp,tuna,0
D_JOL C 2,115,S,20,12468,Noise,loud,loud,1
D_JOL C 2,139,B,20,5768,Mystery,machine,detective,0
D_JOL C 2,135,F,20,3098,Seize,h,take,0
D_JOL C 2,135,F,20,3875,Stench,j,smell,0
D_JOL C 2,135,F,20,2269,Attire,j,clothes,0
D_JOL C 2,135,F,20,1187,Blaze,j,fire,0
D_JOL C 2,135,B,20,4696,Water,sea,bridge,0
D_JOL C 2,135,B,20,2726,Card,credit,credit,1
D_JOL C 2,135,S,20,3230,Assignment,due,due,1
D_JOL C 2,135,U,20,7538,Business,work,death,0
D_JOL C 2,135,U,20,3059,Car,weel,happy,0
D_JOL C 2,131,B,20,3821,Red,wine,cherry,0
D_JOL C 2,135,F,20,2571,Flip,flap,turn,0
D_JOL C 2,135,F,20,8205,Windsield,k,NA,0
D_JOL C 2,135,F,20,1833,Actress,film,star,0
D_JOL C 2,135,B,20,4525,Plant,growth,root,0
D_JOL C 2,135,B,20,1626,Dog,cat,paw,0
D_JOL C 2,135,B,20,2993,Car,drive,happy,0
D_JOL C 2,135,B,20,1291,Paper,back,document,0
D_JOL C 2,135,S,20,14916,Carbon,element,element,1
D_JOL C 2,135,S,20,2470,Wet,dry,dry,1
D_JOL C 2,135,S,20,2135,Communication,phone,phone,1
D_JOL C 2,135,S,20,3324,Reel,j,rod,0
D_JOL C 2,135,S,20,1744,Tick,k,flea,0
D_JOL C 2,135,S,20,2038,Temper,tantrum,tantrum,1
D_JOL C 2,135,U,20,2506,Tan,sun,sun,1
D_JOL C 2,135,U,20,2594,Maroon,i,justice,0
D_JOL C 2,135,U,20,1832,Steak,h,give,0
D_JOL C 2,135,U,20,1992,Election,vote,maze,0
D_JOL C 2,135,U,20,4612,Joke,j,keys,0
D_JOL C 2,135,U,20,2505,Sign,letters,loan,0
D_JOL C 2,143,S,20,6902,Bar,party,grill,0
D_JOL C 2,143,S,20,3463,Cheese,smile,wine,0
D_JOL C 2,143,S,20,4565,Toilet,bowl,bathroom,0
D_JOL C 2,143,U,20,4018,Sacking,lacking,dietary,0
D_JOL C 2,147,F,20,3081,Enough,full,full,1
D_JOL C 2,147,F,20,4101,Cave,dark,dark,1
D_JOL C 2,147,F,20,6744,Word,sentence,sentence,1
D_JOL C 2,147,F,20,5299,Wasp,bug,bug,1
D_JOL C 2,147,F,20,6270,Attorney,law,law,1
D_JOL C 2,147,F,20,4391,Famine,hungry,hunger,1
D_JOL C 2,147,B,20,4018,War,revolution,revolution,1
D_JOL C 2,147,B,20,5075,Cow,,herd,0
D_JOL C 2,147,S,20,15854,Site,location,location,1
D_JOL C 2,147,S,20,2710,Soda,pop,pop,1
D_JOL C 2,147,S,20,7050,Foot,shoe,shoe,1
D_JOL C 2,147,S,20,5150,Future,past,past,1
D_JOL C 2,147,S,20,3126,Child,baby,baby,1
D_JOL C 2,147,S,20,4501,Round,circle,circle,1
D_JOL C 2,143,F,20,2291,Penguin,cold,bird,0
D_JOL C 2,147,F,20,5010,Thimble,thread,thread,1
D_JOL C 2,147,B,20,2619,Mystery,detective,detective,1
D_JOL C 2,147,B,20,6123,Paper,document,document,1
D_JOL C 2,147,B,20,3703,Smell,,incense,0
D_JOL C 2,147,S,20,3312,Seatbelt,safety,safety,1
D_JOL C 2,147,U,20,8038,Tan,sun,sun,1
D_JOL C 2,147,U,20,2726,Maroon,justice,justice,1
D_JOL C 2,147,U,20,4028,Cloth,,stretch,0
D_JOL C 2,147,U,20,3413,Election,,maze,0
D_JOL C 2,147,U,20,3786,Joke,keys,keys,1
D_JOL C 2,147,U,20,4111,Clothes,attire,NA,0
D_JOL C 2,147,U,20,1557,Toil,,lease,0
D_JOL C 2,147,U,20,3808,Children,mirror,mirror,1
D_JOL C 2,147,U,20,2199,Main,,scar,0
D_JOL C 2,116,S,20,5857,Assignment,due,due,1
D_JOL C 2,116,S,20,4134,Site,world,location,0
D_JOL C 2,116,U,20,4022,Woman,man,lift,0
D_JOL C 2,119,B,20,3626,Sting,hornet,hornet,1
D_JOL C 2,119,U,20,7878,Bronze,hope,artery,0
D_JOL C 2,123,B,20,2835,Plant,tree,root,0
D_JOL C 2,123,U,20,2519,Lion,king,art,0
D_JOL C 2,123,U,20,1678,Accident,collision,strong,0
D_JOL C 2,123,U,20,4345,Would,,cash,0
D_JOL C 2,127,B,20,8563,Sting,hornet,hornet,1
D_JOL C 2,127,U,20,3465,Bronze,,artery,0
D_JOL C 2,116,F,20,5310,Thimble,sew,thread,0
D_JOL C 2,116,F,20,3044,Revenge,even,even,1
D_JOL C 2,116,F,20,3419,Breakable,broken,glass,0
D_JOL C 2,116,B,20,3512,Game,play,clue,0
D_JOL C 2,116,B,20,2914,End,begin,begin,1
D_JOL C 2,116,B,20,3576,Smell,odor,incense,0
D_JOL C 2,116,B,20,4619,Scissors,shears,shears,1
D_JOL C 2,116,B,20,3255,Love,heart,affection,0
D_JOL C 2,116,S,20,2645,Bracelet,car,wrist,0
D_JOL C 2,116,S,20,12178,Lonely,alone,alone,1
D_JOL C 2,116,S,20,4424,Wet,water,dry,0
D_JOL C 2,116,S,20,3602,Communication,talk,phone,0
D_JOL C 2,116,S,20,2359,Reel,pull,rod,0
D_JOL C 2,116,S,20,3784,Tick,flea,flea,1
D_JOL C 2,116,U,20,3329,Maroon,five,justice,0
D_JOL C 2,116,U,20,3676,Shake,milk,shell,0
D_JOL C 2,119,F,20,2587,Flip,around,turn,0
D_JOL C 2,119,F,20,2575,Panther,cat,cat,1
D_JOL C 2,119,U,20,3884,Able,willing,crackle,0
D_JOL C 2,119,U,20,1887,Clothes,garmet,NA,0
D_JOL C 2,119,U,20,3197,Bang,fuzzy,fuzzy,1
D_JOL C 2,119,U,20,1402,Morning,evening,temperature,0
D_JOL C 2,123,U,20,5618,Fiction,fake,listen,0
D_JOL C 2,127,S,20,2621,Wax,,candle,0
D_JOL D 2,144,F,20,10132,Word,match,sentence,0
D_JOL D 2,144,B,20,2379,Money,amount,wage,0
D_JOL D 2,144,B,20,2096,Sting,bee,hornet,0
D_JOL D 2,144,U,20,6472,Clutter,crowded,pusher,0
D_JOL D 2,144,U,20,1925,Business,clothes,death,0
D_JOL D 2,148,F,20,3504,Seize,,take,0
