ExperimentName,Subject,Direction,JOL,JOL_RT,recall_cue,Recall_Response,sorted_JOL_TARGET,Scored
D_JOL C 2,119,F,100,1391,Strawberry,fruit,fruit,1
D_JOL C 2,119,F,100,2636,Breakable,glass,glass,1
D_JOL C 2,119,F,100,1369,Coffin,dead,dead,1
D_JOL C 2,119,F,100,1403,Aircraft,plane,plane,1
D_JOL C 2,119,F,100,1815,Sardine,fish,fish,1
D_JOL C 2,119,F,100,1834,League,basebll,baseball,1
D_JOL C 2,119,F,100,1347,Truthful,honest,honest,1
D_JOL C 2,119,F,100,2428,Nap,sleep,sleep,1
D_JOL C 2,119,F,100,1913,Brawl,fight,fight,1
D_JOL C 2,119,B,100,1537,Long,short,extension,0
D_JOL C 2,119,B,100,1623,Game,sy,clue,0
D_JOL C 2,119,B,100,1661,Plant,cactus,root,0
D_JOL C 2,119,B,100,2003,Tie,shoe,shoelace,0
D_JOL C 2,119,B,100,1536,Mystery,clue,detective,0
D_JOL C 2,119,B,100,1733,End,beginning,begin,1
D_JOL C 2,119,B,100,1777,Dog,furry,paw,0
D_JOL C 2,119,B,100,2287,Trash,garbage,litter,0
D_JOL C 2,119,B,100,1432,Red,cherry,cherry,1
D_JOL C 2,119,B,100,1807,Head,scalp,scalp,1
D_JOL C 2,119,B,100,1616,Car,seatbelt,happy,0
D_JOL C 2,119,B,100,4595,Cut,clip,chop,0
D_JOL C 2,119,B,100,1554,Eat,food,dine,0
D_JOL C 2,119,B,100,1539,Scissors,shear,shears,1
D_JOL C 2,119,B,100,1266,Fight,brwl,feud,0
D_JOL C 2,119,B,100,1982,Cold,chilly,bitter,0
D_JOL C 2,119,B,100,3600,Love,affection,affection,1
D_JOL C 2,119,S,100,1630,Shave,razor,razor,1
D_JOL C 2,119,S,100,1797,Equal,parts,rights,0
D_JOL C 2,119,S,100,1981,Jar,mason,mason,1
D_JOL C 2,119,S,100,2106,Wax,bee,candle,0
D_JOL C 2,119,S,100,1856,Bracelet,wrist,wrist,1
D_JOL C 2,119,S,100,1438,Carbon,element,element,1
D_JOL C 2,119,S,100,1765,Away,gone,gone,1
D_JOL C 2,119,S,100,2281,Lonely,alone,alone,1
D_JOL C 2,119,S,100,1525,Wet,water,dry,0
D_JOL C 2,119,S,100,2715,Lie,chea,truth,0
D_JOL C 2,119,S,100,3403,Communication,phone,phone,1
D_JOL C 2,119,S,100,1484,Reel,rod,rod,1
D_JOL C 2,119,S,100,3789,Noise,loud,loud,1
D_JOL C 2,119,U,100,1572,Cloth,clothes,stretch,0
D_JOL C 2,119,U,100,2136,Steak,give,give,1
D_JOL C 2,119,U,100,1776,Election,war,maze,0
D_JOL C 2,119,U,100,2471,Charm,lucky,vehicle,0
D_JOL C 2,119,U,100,2562,Obtain,get,meat,0
D_JOL C 2,119,U,100,1355,Shake,wiggle,shell,0
D_JOL C 2,119,U,100,1765,Joke,laugh,keys,0
D_JOL C 2,119,S,100,6452,Hate,love,name,0
D_JOL C 2,119,U,100,1247,Toil,tired,lease,0
D_JOL C 2,119,U,100,2273,Sign,store,loan,0
D_JOL C 2,119,U,100,1808,Children,kids,mirror,0
D_JOL C 2,119,U,100,2744,Main,on,scar,0
D_JOL C 2,123,F,100,1733,Villian,bad,NA,0
D_JOL C 2,123,F,100,7086,Breakable,,glass,0
D_JOL C 2,123,F,100,2040,Coffin,deat,dead,1
D_JOL C 2,123,S,100,1347,Jar,mason,mason,1
D_JOL C 2,123,S,100,2334,Temper,angry,tantrum,0
D_JOL C 2,123,S,100,1953,Hate,loathe,name,0
D_JOL C 2,127,F,100,3708,Panther,cat,cat,1
D_JOL C 2,127,F,100,2088,Coffin,dead,dead,1
D_JOL C 2,127,F,100,3470,Nap,sleep,sleep,1
D_JOL C 2,127,F,100,2507,Brawl,fight,fight,1
D_JOL C 2,127,B,100,2207,Game,,clue,0
D_JOL C 2,127,B,100,1909,Plant,,root,0
D_JOL C 2,127,B,100,1995,Mystery,detective,detective,1
D_JOL C 2,127,B,100,2651,Dog,paw,paw,1
D_JOL C 2,127,B,100,2096,Trash,litter,litter,1
D_JOL C 2,127,B,100,14864,Red,,cherry,0
D_JOL C 2,127,B,100,2676,Cut,scissors,chop,0
D_JOL C 2,127,S,100,1762,Equal,rights,rights,1
D_JOL C 2,127,S,100,2196,Jar,mason,mason,1
D_JOL C 2,127,S,100,2593,Lonely,alon,alone,1
D_JOL C 2,127,S,100,7154,Seatbelt,saftey,safety,1
D_JOL C 2,127,S,100,4148,Reel,rod,rod,1
D_JOL C 2,127,S,100,5490,Tick,flea,flea,1
D_JOL C 2,127,S,100,5984,Noise,loud,loud,1
D_JOL C 2,127,U,100,2437,Tan,sun,sun,1
D_JOL C 2,127,U,100,6368,Cloth,stretch,stretch,1
D_JOL C 2,127,U,100,3731,Election,,maze,0
D_JOL C 2,127,U,100,1759,Charm,car,vehicle,0
D_JOL C 2,127,U,100,2470,Obtain,meat,meat,1
D_JOL C 2,127,U,100,7559,Shake,,shell,0
D_JOL C 2,127,U,100,3292,Joke,,keys,0
D_JOL C 2,127,U,100,5101,Clothes,,NA,0
D_JOL C 2,127,U,100,3801,Main,scar,scar,1
D_JOL D 2,136,F,100,2093,Enough,little,full,0
D_JOL D 2,136,F,100,3080,Sip,drink,drink,1
D_JOL D 2,136,F,100,2726,Cave,dark,dark,1
D_JOL D 2,136,F,100,17566,Growth,height,height,1
D_JOL D 2,136,F,100,2224,Word,sentence,sentence,1
D_JOL D 2,136,F,100,2528,Wasp,sting,bug,0
D_JOL D 2,136,F,100,1959,Division,math,math,1
D_JOL D 2,136,F,100,2669,Attorney,law,law,1
D_JOL D 2,136,F,100,2692,Fantastic,great,great,1
D_JOL D 2,136,F,100,2545,Latch,key,key,1
D_JOL D 2,136,F,100,6297,Chili,hot,hot,1
D_JOL D 2,136,F,100,1871,Famine,huner,hunger,1
D_JOL D 2,136,F,100,1971,Drowsy,sleep,sleep,1
D_JOL D 2,136,F,100,4142,Stench,smell,smell,1
D_JOL D 2,136,F,100,4827,Attire,clothes,clothes,1
D_JOL D 2,136,B,100,2844,Bad,evl,delinquent,0
D_JOL D 2,136,B,100,2659,Stomach,ache,digestion,0
D_JOL D 2,136,B,100,2245,Bird,penguin,swan,0
D_JOL D 2,136,B,100,1623,Rock,stone,geology,0
D_JOL D 2,136,B,100,1584,Talk,discusion,discussion,1
D_JOL D 2,136,B,100,5328,Cow,milk,herd,0
D_JOL D 2,136,B,100,2160,Flower,orchid,orchid,1
D_JOL D 2,136,S,100,2851,Site,location,location,1
D_JOL D 2,136,S,100,4016,Waste,trash,dump,0
D_JOL D 2,136,S,100,2513,Jury,trial,trial,1
D_JOL D 2,136,S,100,3435,Liver,kidney,kidney,1
D_JOL D 2,136,S,100,1704,End,begin,begin,1
D_JOL D 2,136,S,100,2440,Wind,blow,blow,1
D_JOL D 2,136,S,100,1700,Soda,pop,pop,1
D_JOL D 2,136,S,100,2077,Cheese,wine,wine,1
D_JOL D 2,136,S,100,1851,Toilet,turn,bathroom,0
D_JOL D 2,136,S,100,3218,Foot,shoe,shoe,1
D_JOL D 2,136,S,100,2299,Future,past,past,1
D_JOL D 2,136,S,100,4240,Bee,honey,honey,1
D_JOL D 2,136,S,100,1945,Round,circle,circle,1
D_JOL D 2,136,U,100,2532,Hungry,eat,park,0
D_JOL D 2,136,U,100,10677,Hand,fix,fix,1
D_JOL D 2,136,U,100,3882,Tuck,llow,allow,1
D_JOL D 2,136,U,100,1787,Riddle,solve,sugar,0
D_JOL D 2,136,F,100,3016,Flip,turn,turn,1
D_JOL D 2,136,F,100,3051,Villian,evil,NA,0
D_JOL D 2,136,F,100,3678,Penguin,bird,bird,1
D_JOL D 2,136,F,100,3251,Actress,star,star,1
D_JOL D 2,136,F,100,4371,Revenge,game,even,0
D_JOL D 2,136,F,100,3512,Balloon,pop,pop,1
D_JOL D 2,136,F,100,4912,Strawberry,fruit,fruit,1
D_JOL D 2,136,F,100,2085,Favorite,best,best,1
D_JOL D 2,136,F,100,4558,Breakable,glass,glass,1
D_JOL D 2,136,F,100,4230,Coffin,dead,dead,1
D_JOL D 2,136,F,100,3569,Aircraft,plane,plane,1
D_JOL D 2,136,F,100,2409,Sardine,fish,fish,1
D_JOL D 2,136,F,100,2418,Truthful,honest,honest,1
D_JOL D 2,136,F,100,3436,Nap,sleep,sleep,1
D_JOL D 2,136,F,100,2815,Brawl,fight,fight,1
D_JOL D 2,136,B,100,2877,Long,extension,extension,1
D_JOL D 2,136,B,100,3745,Plant,cactus,root,0
D_JOL D 2,136,B,100,4666,Mystery,detective,detective,1
D_JOL D 2,136,B,100,3687,Trash,litter,litter,1
D_JOL D 2,136,B,100,3268,Head,rest,scalp,0
D_JOL D 2,136,B,100,4259,Cut,paper,chop,0
D_JOL D 2,136,B,100,3368,Eat,drink,dine,0
D_JOL D 2,136,B,100,2650,Scissors,shears,shears,1
D_JOL D 2,136,B,100,2785,Cold,hot,bitter,0
D_JOL D 2,136,B,100,4433,Love,affection,affection,1
D_JOL D 2,136,S,100,2306,Shave,razor,razor,1
D_JOL D 2,136,S,100,2714,Equal,rights,rights,1
D_JOL D 2,136,S,100,2936,Jar,mason,mason,1
D_JOL D 2,136,S,100,3607,Wax,candle,candle,1
D_JOL D 2,136,S,100,3003,Bracelet,wrist,wrist,1
D_JOL D 2,136,S,100,2767,Carbon,element,element,1
D_JOL D 2,136,S,100,3585,Away,gone,gone,1
D_JOL D 2,136,S,100,4769,Drink,eat,water,0
D_JOL D 2,136,S,100,3127,Lonely,alone,alone,1
D_JOL D 2,136,S,100,4284,Wet,dry,dry,1
D_JOL D 2,136,S,100,3332,Seatbelt,car,safety,0
D_JOL D 2,136,S,100,4299,Lie,truth,truth,1
D_JOL D 2,136,S,100,2798,Communication,phone,phone,1
D_JOL D 2,136,S,100,3342,Reel,rail,rod,0
D_JOL D 2,136,S,100,1989,Have,own,own,1
D_JOL D 2,136,U,100,4769,Charm,wish,vehicle,0
D_JOL D 2,136,U,100,3439,Able,can,crackle,0
D_JOL D 2,136,U,100,2431,Shake,turn,shell,0
D_JOL D 2,136,U,100,2710,Fiction,listen,listen,1
D_JOL D 2,136,U,100,4073,Clothes,stretch,NA,0
D_JOL D 2,136,S,100,2483,Hate,love,name,0
D_JOL D 2,136,U,100,5003,Ounce,both,both,1
D_JOL D 2,136,U,100,4478,Morning,early,temperature,0
D_JOL D 2,136,U,100,3873,Main,start,scar,0
D_JOL D 2,144,F,100,2441,Enough,full,full,1
D_JOL D 2,144,B,100,4235,War,revolution,revolution,1
D_JOL D 2,144,S,100,2969,Jury,court,trial,0
D_JOL D 2,144,S,100,2503,Soda,pop,pop,1
D_JOL D 2,144,S,100,2637,Toilet,bathroom,bathroom,1
D_JOL D 2,144,S,100,2931,Foot,head,shoe,0
D_JOL D 2,144,S,100,2237,Round,circle,circle,1
D_JOL D 2,144,F,100,2787,Brawl,fight,fight,1
D_JOL D 2,144,B,100,4053,Long,extended,extension,0
D_JOL D 2,144,B,100,3893,Tie,knot,shoelace,0
D_JOL D 2,144,B,100,5011,Red,balloon,cherry,0
D_JOL D 2,144,B,100,4352,Head,scalp,scalp,1
D_JOL D 2,144,B,100,2671,Cut,shears,chop,0
D_JOL D 2,144,B,100,4298,Donkey,mule,mule,1
D_JOL D 2,144,B,100,6929,Love,hate,affection,0
D_JOL D 2,144,S,100,4142,Shave,hair,razor,0
D_JOL D 2,144,S,100,11039,Equal,rights,rights,1
D_JOL D 2,144,S,100,3058,Bracelet,wrist,wrist,1
D_JOL D 2,144,S,100,7627,Tick,flea,flea,1
D_JOL D 2,144,S,100,4933,Hate,love,name,0
D_JOL D 2,144,U,100,3055,Clear,crystal,moat,0
D_JOL D 2,152,B,100,2630,Car,tires,happy,0
D_JOL D 2,120,F,100,2810,Stench,smell,smell,1
D_JOL D 2,120,F,100,3646,Pilot,plane,plane,1
D_JOL D 2,120,B,100,3996,Stomach,digestion,digestion,1
D_JOL D 2,120,B,100,4692,Out,way,way,1
D_JOL D 2,120,B,100,2933,Cow,heard,herd,1
D_JOL D 2,120,S,100,5940,Toilet,seat,bathroom,0
D_JOL D 2,120,S,100,3675,Foot,arm,shoe,0
D_JOL D 2,124,F,100,904,Famine,hunger,hunger,1
D_JOL D 2,124,F,100,2578,Stench,smel,smell,1
D_JOL D 2,124,F,100,2477,Pilot,plane,plane,1
D_JOL D 2,128,S,100,3297,Future,past,past,1
D_JOL D 2,120,F,100,3445,Villian,evil,NA,0
D_JOL D 2,120,F,100,4202,Actress,star,star,1
D_JOL D 2,120,F,100,4768,Balloon,pop,pop,1
D_JOL D 2,120,F,100,3958,Strawberry,fruit,fruit,1
D_JOL D 2,120,F,100,3849,Panther,cat,cat,1
D_JOL D 2,120,F,100,2249,Coffin,dead,dead,1
D_JOL D 2,120,F,100,3479,League,baseball,baseball,1
D_JOL D 2,120,F,100,3558,Banker,money,money,1
D_JOL D 2,120,F,100,3444,Nap,sleep,sleep,1
D_JOL D 2,120,F,100,5382,Brawl,,fight,0
D_JOL D 2,120,B,100,3891,End,,begin,0
D_JOL D 2,120,B,100,3476,Head,,scalp,0
D_JOL D 2,120,B,100,2710,Love,affection,affection,1
D_JOL D 2,120,S,100,3692,Equal,,rights,0
D_JOL D 2,120,S,100,3171,Jar,mason,mason,1
D_JOL D 2,120,S,100,3474,Wax,,candle,0
D_JOL D 2,120,S,100,3597,Bracelet,wrist,wrist,1
D_JOL D 2,120,S,100,4224,Drink,,water,0
D_JOL D 2,120,S,100,5031,Lonely,alone,alone,1
D_JOL D 2,120,U,100,3702,Clear,,moat,0
D_JOL D 2,124,F,100,4348,Strawberry,fruit,fruit,1
D_JOL D 2,124,S,100,2074,Equal,rights,rights,1
D_JOL D 2,128,F,100,3108,Penguin,bird,bird,1
D_JOL D 2,128,F,100,3208,Coffin,dead,dead,1
D_JOL D 2,128,F,100,5929,Brawl,fight,fight,1
D_JOL D 2,128,B,100,3128,Cold,chill,bitter,0
D_JOL C 2,115,F,99,2440,Stench,smell,smell,1
D_JOL C 2,143,B,99,1918,Donkey,kicks,mule,0
D_JOL C 2,116,U,99,3252,Lion,king,art,0
D_JOL C 2,116,U,99,4953,Accident,mistake,strong,0
D_JOL C 2,127,F,99,3241,Racket,ball,ball,1
D_JOL C 2,127,B,99,6511,Flower,orchid,orchid,1
D_JOL C 2,127,S,99,1868,Bee,honey,honey,1
D_JOL C 2,127,B,99,5812,Cold,,bitter,0
D_JOL C 2,127,S,99,1741,Away,,gone,0
D_JOL C 2,127,U,99,3724,Fiction,listen,listen,1
D_JOL D 2,132,B,99,7004,Clean,hygeine,hygiene,1
D_JOL D 2,144,B,99,2583,Out,gone,way,0
D_JOL D 2,120,S,99,3270,Tick,flea,flea,1
D_JOL C 2,115,B,98,4186,Cow,herd,herd,1
D_JOL C 2,115,F,98,1877,Nap,sleep,sleep,1
D_JOL C 2,115,S,98,2028,Lonely,alone,alone,0
D_JOL C 2,143,S,98,1824,Wax,paper,candle,0
D_JOL C 2,116,F,98,5222,Growth,old,height,0
D_JOL C 2,116,B,98,5219,Plant,tree,root,0
D_JOL C 2,116,S,98,4073,Waste,dispose,dump,0
D_JOL C 2,127,S,98,14710,Site,,location,0
D_JOL C 2,127,F,98,4147,Revenge,even,even,1
D_JOL C 2,127,U,98,7228,Children,,mirror,0
D_JOL D 2,152,F,98,6375,Coffin,casket,dead,0
D_JOL D 2,152,S,98,3199,Equal,justice,rights,0
D_JOL D 2,120,S,98,9611,Soda,pop,pop,1
D_JOL D 2,120,F,98,5132,Windsield,car,NA,0
D_JOL D 2,120,F,98,3674,Penguin,bird,bird,1
D_JOL D 2,120,F,98,2905,Revenge,even,even,1
D_JOL D 2,120,F,98,3907,Breakable,glass,glass,1
D_JOL D 2,120,F,98,3357,Truthful,honest,honest,1
D_JOL D 2,120,B,98,3820,Long,,extension,0
D_JOL D 2,120,B,98,3881,Tie,shoelace,shoelace,1
D_JOL D 2,120,B,98,2606,Trash,,litter,0
D_JOL D 2,120,B,98,3466,Car,windsheild,happy,0
D_JOL D 2,120,S,98,4723,Shave,razor,razor,1
D_JOL D 2,120,S,98,5946,Seatbelt,saftey,safety,1
D_JOL D 2,120,S,98,2994,Reel,rod,rod,1
D_JOL D 2,120,U,98,2977,Fiction,listen,listen,1
D_JOL D 2,120,S,98,5795,Hate,,name,0
D_JOL D 2,128,S,98,4378,Lie,truth,truth,1
D_JOL C 2,127,B,97,4048,Rock,geometry,geology,0
D_JOL D 2,120,S,97,3528,Wet,,dry,0
D_JOL C 2,115,F,96,3805,Division,math,math,1
D_JOL C 2,115,S,96,2622,Bee,honey,honey,1
D_JOL C 2,115,F,96,2121,Villian,bad,NA,0
D_JOL D 2,132,S,96,2050,Design,architecture,architecture,1
D_JOL C 2,115,F,95,3991,Pilot,plane,plane,1
D_JOL C 2,115,S,95,7680,Round,circle,circle,1
D_JOL C 2,139,F,95,6233,Drowsy,awaake,sleep,0
D_JOL C 2,115,F,95,3033,Truthful,honesty,honest,1
D_JOL C 2,139,F,95,4393,Brawl,fight,fight,1
D_JOL C 2,143,B,95,3765,Cow,animal,herd,0
D_JOL C 2,143,B,95,2700,Flower,plant,orchid,0
D_JOL C 2,116,B,95,3841,War,revolution,revolution,1
D_JOL C 2,116,S,95,4657,Child,play,baby,0
D_JOL C 2,119,F,95,4967,Drowsy,sleep,sleep,1
D_JOL C 2,119,B,95,7809,Bird,nest,swan,0
D_JOL C 2,119,U,95,6089,Accident,strong,strong,1
D_JOL C 2,123,F,95,4087,Fantastic,great,great,1
D_JOL C 2,123,F,95,2374,Attire,clothes,clothes,1
D_JOL C 2,123,B,95,2335,News,,editor,0
D_JOL C 2,123,B,95,4545,Card,,credit,0
D_JOL C 2,127,F,95,9960,Strawberry,fruit,fruit,1
D_JOL C 2,127,U,95,2456,Ounce,both,both,1
D_JOL D 2,132,S,95,3858,Equal,rights,rights,1
D_JOL D 2,144,F,95,5598,Flip,switch,turn,0
D_JOL D 2,144,S,95,3839,Away,gone,gone,1
D_JOL D 2,144,S,95,5745,Lonely,alone,alone,1
D_JOL D 2,128,S,95,3290,Child,kid,baby,0
D_JOL D 2,120,F,95,3213,Favorite,best,best,1
D_JOL D 2,120,S,95,4444,Away,,gone,0
D_JOL C 2,115,S,94,3937,Child,baby,baby,1
D_JOL C 2,115,B,94,4416,Red,cherry,cherry,1
D_JOL C 2,127,S,94,5516,Liver,kidney,kidney,1
D_JOL C 2,127,F,94,5613,Balloon,pop,pop,1
D_JOL D 2,152,S,94,5315,Away,leave,gone,0
D_JOL C 2,116,U,93,7616,Bronze,silver,artery,0
D_JOL C 2,127,B,93,5079,Water,bridge,bridge,1
D_JOL C 2,127,B,93,5433,Long,extension,extension,1
D_JOL D 2,132,S,93,1345,Salad,lettuce,lettuce,1
D_JOL D 2,132,B,93,4410,Love,affection,affection,1
D_JOL D 2,152,B,93,3384,Sting,bee,hornet,0
D_JOL C 2,115,F,92,2668,Sip,drink,drink,1
D_JOL C 2,116,F,92,7147,Chili,hot,hot,1
D_JOL C 2,127,S,92,5604,End,begin,begin,1
D_JOL D 2,132,F,92,1342,Attorney,law,law,1
D_JOL D 2,132,F,92,2238,Pilot,plane,plane,1
D_JOL D 2,132,F,92,4388,Revenge,even,even,1
D_JOL D 2,132,U,92,1773,Clear,crystal,moat,0
D_JOL C 2,115,F,91,3996,Attire,clothes,clothes,1
D_JOL C 2,115,F,91,3476,Strawberry,fruit,fruit,1
D_JOL C 2,115,B,91,3119,Dog,furry,paw,0
D_JOL C 2,115,S,91,3528,Shave,razor,razor,1
D_JOL C 2,115,S,91,2277,Wet,dry,dry,1
D_JOL C 2,131,B,91,8159,Paper,book,document,0
D_JOL C 2,127,B,91,9181,News,editor,editor,1
D_JOL D 2,132,S,91,3704,Bee,honey,honey,1
D_JOL C 2,115,F,90,4287,Enough,full,full,1
D_JOL C 2,115,S,90,4799,Foot,shoe,shoe,1
D_JOL C 2,139,B,90,5280,War,happiness,revolution,0
D_JOL C 2,115,F,90,6331,Revenge,even,even,1
D_JOL C 2,115,F,90,3247,Banker,money,money,1
D_JOL C 2,139,F,90,3313,Thimble,arn,thread,0
D_JOL C 2,139,B,90,2130,Cut,scissors,chop,0
D_JOL C 2,139,S,90,2161,Shave,razor,razor,1
D_JOL C 2,139,S,90,4500,Equal,rights,rights,1
D_JOL C 2,139,S,90,2329,Jar,jam,mason,0
D_JOL C 2,139,S,90,4862,Carbon,gas,element,0
D_JOL C 2,139,S,90,2022,Away,from,gone,0
D_JOL C 2,139,S,90,1630,Wet,water,dry,0
D_JOL C 2,139,U,90,2969,Joke,laugh,keys,0
D_JOL C 2,139,U,90,1584,Clear,clean,moat,0
D_JOL C 2,135,F,90,11425,Villian,bad,NA,0
D_JOL C 2,135,S,90,2184,Shave,razor,razor,1
D_JOL C 2,135,S,90,2230,Seatbelt,j,safety,0
D_JOL C 2,135,S,90,11459,Hate,love,name,0
D_JOL C 2,143,B,90,1025,Bad,news,delinquent,0
D_JOL C 2,143,B,90,4143,Bird,fly,swan,0
D_JOL C 2,143,B,90,2366,Out,in,way,0
D_JOL C 2,143,B,90,1960,Talk,human,discussion,0
D_JOL C 2,143,S,90,972,Amount,money,number,0
D_JOL C 2,143,S,90,1699,Future,past,past,1
D_JOL C 2,143,S,90,1903,Round,table,circle,1
D_JOL C 2,143,U,90,974,Woman,power,lift,0
D_JOL C 2,143,F,90,2570,Breakable,broke,glass,0
D_JOL C 2,143,F,90,2489,Banker,money,money,1
D_JOL C 2,143,F,90,2276,Nap,sleepy,sleep,1
D_JOL C 2,143,F,90,1942,Brawl,fight,fight,1
D_JOL C 2,143,B,90,963,Love,sight,affection,0
D_JOL C 2,143,S,90,2120,Equal,rights,rights,1
D_JOL C 2,143,S,90,2523,Jar,open,mason,0
D_JOL C 2,116,F,90,5159,Blaze,fire,fire,1
D_JOL C 2,116,B,90,4446,Dog,paw,paw,1
D_JOL C 2,116,U,90,9098,Belt,buckle,soon,0
D_JOL C 2,119,B,90,3622,Clean,good,hygiene,0
D_JOL C 2,119,S,90,6726,End,beginning,begin,0
D_JOL C 2,123,F,90,1676,Sip,drin,drink,1
D_JOL C 2,123,F,90,3396,Cave,dark,dark,1
D_JOL C 2,123,F,90,1796,Attorney,laaw,law,1
D_JOL C 2,123,F,90,3134,Latch,,key,0
D_JOL C 2,123,F,90,2703,Chili,hot,hot,1
D_JOL C 2,123,F,90,3262,Stench,smell,smell,1
D_JOL C 2,123,B,90,2584,Stomach,ache,digestion,0
D_JOL C 2,123,B,90,2221,Money,rich,wage,0
D_JOL C 2,123,B,90,4981,Hammer,chiesel,chisel,1
D_JOL C 2,123,B,90,4509,Bird,fly,swan,0
D_JOL C 2,123,B,90,1667,Flower,vase,orchid,0
D_JOL C 2,123,S,90,4026,Jury,duty,trial,0
D_JOL C 2,123,S,90,4767,Cheese,chips,wine,0
D_JOL C 2,123,S,90,4389,Toilet,bathroom,bathroom,1
D_JOL C 2,123,S,90,2430,Foot,feet,shoe,0
D_JOL C 2,123,S,90,2478,Bee,hive,honey,0
D_JOL C 2,127,F,90,5004,Wasp,bug,bug,1
D_JOL C 2,127,F,90,4282,Chili,hot,hot,1
D_JOL C 2,127,S,90,3112,Amount,number,number,1
D_JOL C 2,127,S,90,18404,Bar,,grill,0
D_JOL C 2,127,U,90,2567,Business,,death,0
D_JOL C 2,119,F,90,3639,Favorite,thing,best,0
D_JOL C 2,119,B,90,4514,Smell,stench,incense,0
D_JOL C 2,119,U,90,4426,Tan,sun,sun,1
D_JOL C 2,123,F,90,1085,Sardine,fish,fish,1
D_JOL C 2,123,B,90,3103,Tie,,shoelace,0
D_JOL C 2,123,S,90,3239,Equal,one,rights,0
D_JOL C 2,123,S,90,2457,Carbon,element,element,1
D_JOL C 2,127,B,90,8775,Tie,shoelace,shoelace,1
D_JOL C 2,127,B,90,4378,Love,affection,affection,1
D_JOL C 2,127,S,90,3120,Bracelet,wrist,wrist,1
D_JOL C 2,127,U,90,4629,Morning,tempeture,temperature,1
D_JOL D 2,136,F,90,2481,Thimble,thread,thread,1
D_JOL D 2,136,B,90,4492,End,start,begin,0
D_JOL D 2,136,B,90,4265,Smell,nose,incense,0
D_JOL D 2,136,B,90,4026,Fight,fued,feud,1
D_JOL D 2,136,U,90,3489,Toil,tar,lease,0
D_JOL D 2,132,S,90,1897,Amount,numbers,number,1
D_JOL D 2,132,S,90,4150,Soda,pop,pop,1
D_JOL D 2,132,S,90,16348,Noise,loud,loud,1
D_JOL D 2,132,S,90,13611,Temper,tantrum,tantrum,1
D_JOL D 2,144,F,90,2697,Drowsy,sleepy,sleep,1
D_JOL D 2,144,B,90,4701,Flower,plant,orchid,0
D_JOL D 2,144,S,90,4560,Bee,honey,honey,1
D_JOL D 2,152,F,90,1665,Chili,cold,hot,0
D_JOL D 2,152,F,90,2190,Drowsy,sleep,sleep,1
D_JOL D 2,152,F,90,1573,Attire,dress,clothes,0
D_JOL D 2,152,B,90,2260,News,report,editor,0
D_JOL D 2,152,B,90,2760,War,brawl,revolution,0
D_JOL D 2,152,S,90,2379,Amount,money,number,0
D_JOL D 2,152,U,90,1956,Car,tire,happy,0
D_JOL D 2,144,F,90,3110,Revenge,getback,even,0
D_JOL D 2,144,F,90,5017,Balloon,pop,pop,1
D_JOL D 2,144,F,90,4575,Strawberry,fruit,fruit,1
D_JOL D 2,144,F,90,4482,Coffin,dead,dead,1
D_JOL D 2,144,B,90,4188,End,stop,begin,0
D_JOL D 2,144,S,90,5351,Seatbelt,car,safety,0
D_JOL D 2,144,S,90,6891,Lie,truth,truth,1
D_JOL D 2,152,B,90,3482,Smell,inscent,incense,1
D_JOL D 2,152,S,90,4996,Have,can,own,0
D_JOL D 2,120,F,90,3157,Cave,dark,dark,1
D_JOL D 2,120,F,90,4133,Drowsy,sleep,sleep,1
D_JOL D 2,120,B,90,4876,Flower,orchid,orchid,1
D_JOL D 2,124,F,90,2229,Sip,tea,drink,0
D_JOL D 2,124,S,90,3829,Assignment,homework,due,0
D_JOL D 2,128,F,90,3140,Wasp,bug,bug,1
D_JOL D 2,128,F,90,2075,Drowsy,sleepy,sleep,1
D_JOL D 2,128,S,90,4326,Salad,lettuce,lettuce,1
D_JOL D 2,120,B,90,4207,Cold,,bitter,0
D_JOL D 2,124,F,90,2881,Truthful,honest,honest,1
D_JOL D 2,128,F,90,3587,Actress,star,star,1
D_JOL D 2,128,F,90,3377,Sardine,fish,fish,1
D_JOL D 2,128,F,90,3395,League,baseball,baseball,1
D_JOL D 2,128,S,90,2942,Equal,rights,rights,1
D_JOL D 2,128,S,90,2145,Tick,flea,flea,1
D_JOL C 2,115,F,89,3896,Fantastic,great,great,1
D_JOL C 2,115,F,89,3978,Penguin,bird,bird,1
D_JOL C 2,115,F,89,2673,Sardine,fish,fish,1
D_JOL C 2,115,F,89,4203,Brawl,fight,fight,1
D_JOL C 2,115,B,89,4071,End,begin,begin,1
D_JOL C 2,115,B,89,3918,Car,driver,happy,0
D_JOL C 2,116,B,89,7441,Card,table,credit,0
D_JOL D 2,132,S,89,1416,Toilet,bathroom,bathroom,1
D_JOL D 2,132,S,89,1712,Decision,choice,choice,1
D_JOL D 2,132,F,89,5287,Actress,star,star,1
D_JOL D 2,152,S,89,2016,Cheese,rat,wine,0
D_JOL D 2,152,B,89,11213,Trash,garbage,litter,0
D_JOL D 2,152,S,89,2854,Bracelet,wrist,wrist,1
D_JOL D 2,128,U,89,2228,Business,attire,death,0
D_JOL D 2,120,F,89,2920,Aircraft,plane,plane,1
D_JOL D 2,120,F,89,3255,Sardine,fish,fish,1
D_JOL D 2,120,B,89,3956,Donkey,mule,mule,1
D_JOL D 2,120,B,89,3404,Smell,,incense,0
