ExperimentName,Subject,Session,Procedure[Block],Running[Block],Trial,Block1ITEMS,Block2ITEMS,cue_target,Direction,ListNum,pword3.RESP,pword3.RT,pword5.RESP,pword5.RT,Rword1.RESP,Rword1.RT,Rword2.RESP,Rword2.RT,Group,Procedure[Trial]
D_JOL C 2,116,1,BlockProc2,Block2,85,,36,Scissors - Shears,B,36,,,8,5342,,,,,1,StudyProc5
D_JOL C 2,116,1,BlockProc2,Block2,86,,,Mind - Matter,,2,,,,,,,,,1,StudyProc6
D_JOL C 2,116,1,BlockProc2,Block2,87,,,Contest - Competition,,5,,,,,,,,,1,StudyProc6
D_JOL C 2,116,1,BlockProc2,Block2,88,,,Magician - Magic,,4,,,,,,,,,1,StudyProc6
D_JOL C 2,116,1,BlockProc2,Block2,89,,,Deciet - Cheat,,1,,,,,,,,,1,StudyProc6
D_JOL C 2,116,1,BlockProc2,Block2,90,,,Deaf - Hear,,3,,,,,,,,,1,StudyProc6
D_JOL C 2,116,1,BlockProc2,Block2,91,,,Children - ?,,79,,,,,,,child,5136,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,92,,,Brawl - ?,,20,,,,,,,fight,3097,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,93,,,Actress - ?,,5,,,,,,,star,3348,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,94,,,Able - ?,,67,,,,,,,can,2325,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,95,,,Balloon - ?,,8,,,,,,,air,2935,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,96,,,Joke - ?,,70,,,,,,,funny,2944,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,97,,,Sign - ?,,76,,,,,,,walk,8298,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,98,,,Sardine - ?,,15,,,,,,,fish,2292,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,99,,,Fight - ?,,38,,,,,,,brawl,4432,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,100,,,Wax - ?,,44,,,,,,,candle,3845,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,101,,,Charm - ?,,65,,,,,,,vehicle,7362,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,102,,,Cold - ?,,39,,,,,,,chill,2571,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,103,,,Smell - ?,,35,,,,,,,odor,3618,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,104,,,Temper - ?,,58,,,,,,,mad,3848,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,105,,,Maroon - ?,,61,,,,,,,five,3013,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,106,,,Plant - ?,,23,,,,,,,tree,3716,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,107,,,Breakable - ?,,12,,,,,,,broken,5118,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,108,,,Cloth - ?,,62,,,,,,,dress,4088,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,109,,,Equal - ?,,42,,,,,,,rights,3187,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,110,,,Game - ?,,22,,,,,,,play,4114,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,111,,,Ounce - ?,,77,,,,,,,pound,3428,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,112,,,Windsield - ?,,2,,,,,,,glass,4210,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,113,,,League - ?,,16,,,,,,,baseball,4248,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,114,,,Have - ?,,59,,,,,,,not,2269,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,115,,,End - ?,,26,,,,,,,begin,2801,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,116,,,Aircraft - ?,,14,,,,,,,plane,2920,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,117,,,Dog - ?,,27,,,,,,,food,3706,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,118,,,Tie - ?,,24,,,,,,,bow,2764,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,119,,,Main - ?,,80,,,,,,,side,11165,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,120,,,Love - ?,,40,,,,,,,heart,4756,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,121,,,Favorite - ?,,10,,,,,,,person,9997,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,122,,,Morning - ?,,78,,,,,,,evening,2771,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,123,,,Drink - ?,,48,,,,,,,soda,2963,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,124,,,Nap - ?,,19,,,,,,,sleep,2620,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,125,,,Jar - ?,,43,,,,,,,jam,2874,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,126,,,Thimble - ?,,6,,,,,,,sew,5661,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,127,,,Communication - ?,,54,,,,,,,talk,4306,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,128,,,Tick - ?,,56,,,,,,,flea,2532,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,129,,,Red - ?,,29,,,,,,,blue,3558,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,130,,,Lonely - ?,,50,,,,,,,alone,2590,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,131,,,Away - ?,,47,,,,,,,far,2973,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,132,,,Obtain - ?,,66,,,,,,,grab,5677,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,133,,,Bang - ?,,73,,,,,,,pow,3993,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,134,,,Clothes - ?,,71,,,,,,,shirt,4040,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,135,,,Car - ?,,31,,,,,,,vehicle,4341,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,136,,,Coffin - ?,,13,,,,,,,dead,2654,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,137,,,Shake - ?,,68,,,,,,,milk,9235,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,138,,,Flip - ?,,1,,,,,,,turn,2672,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,139,,,Eat - ?,,36,,,,,,,drink,3820,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,140,,,Election - ?,,64,,,,,,,vote,2473,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,141,,,Head - ?,,30,,,,,,,feet,4981,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,142,,,Carbon - ?,,46,,,,,,,dioxide,3933,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,143,,,Tan - ?,,60,,,,,,,bed,3615,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,144,,,Banker - ?,,17,,,,,,,money,6189,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,145,,,Seatbelt - ?,,52,,,,,,,safety,7996,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,146,,,Fiction - ?,,69,,,,,,,nonfiction,4667,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,147,,,Mystery - ?,,25,,,,,,,clues,6094,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,148,,,Revenge - ?,,7,,,,,,,even,9001,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,149,,,Scissors - ?,,37,,,,,,,shears,2616,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,150,,,Clear - ?,,74,,,,,,,day,4446,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,151,,,Steak - ?,,63,,,,,,,rare,3083,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,152,,,Truthful - ?,,18,,,,,,,honest,2431,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,153,,,Reel - ?,,55,,,,,,,pull,5388,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,154,,,Penguin - ?,,4,,,,,,,bird,2604,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,155,,,Wet - ?,,51,,,,,,,water,2738,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,156,,,Long - ?,,21,,,,,,,short,7395,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,157,,,Hate - ?,,72,,,,,,,envy,3050,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,158,,,Panther - ?,,11,,,,,,,cat,2575,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,159,,,Cut - ?,,32,,,,,,,shear,3151,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,160,,,Lie - ?,,53,,,,,,,truth,5839,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,161,,,Toil - ?,,75,,,,,,,foil,4468,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,162,,,Noise - ?,,57,,,,,,,sound,2569,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,163,,,Donkey - ?,,33,,,,,,,mule,2145,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,164,,,Trash - ?,,28,,,,,,,dispose,4697,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,165,,,Ground - ?,,49,,,,,,,earth,2580,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,166,,,Bracelet - ?,,45,,,,,,,car,2924,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,167,,,Strawberry - ?,,9,,,,,,,fruit,3438,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,168,,,Villian - ?,,3,,,,,,,enemy,3291,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,169,,,Paper - ?,,34,,,,,,,cut,2222,1,recallproc2
D_JOL C 2,116,1,BlockProc2,Block2,170,,,Shave - ?,,41,,,,,,,hair,3668,1,recallproc2
D_JOL C 2,119,1,BlockProc1,Block1,1,,,Curtain - Drapes,,2,,,,,,,,,1,StudyProc1
D_JOL C 2,119,1,BlockProc1,Block1,2,,,Shrimp - Fish,,4,,,,,,,,,1,StudyProc1
D_JOL C 2,119,1,BlockProc1,Block1,3,,,Member - Group,,5,,,,,,,,,1,StudyProc1
D_JOL C 2,119,1,BlockProc1,Block1,4,,,Snow - Ice,,3,,,,,,,,,1,StudyProc1
D_JOL C 2,119,1,BlockProc1,Block1,5,,,Haircut-Scissors,,1,,,,,,,,,1,StudyProc1
D_JOL C 2,119,1,BlockProc1,Block1,6,17,,Stench - Smell,F,17,100,5999,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,7,59,,Child - Baby,S,59,100,3352,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,8,29,,Dog - Paw,B,29,95,7809,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,9,60,,Round - Circle,S,60,100,2840,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,10,66,,Floor - Discover,U,66,60,6083,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,11,38,,Flower - Orchid,B,38,100,5416,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,12,27,,Plant - Root,B,27,100,7383,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,13,21,,Bad - Delinquent,B,21,100,3171,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,14,23,,Money - Wage,B,23,100,3330,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,15,61,,Clutter - Pusher,U,61,100,2595,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,16,32,,Water - Bridge,B,32,90,3622,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,17,69,,Bronze - Artery,U,69,20,7878,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,18,16,,Drowsy - Sleep,F,16,95,4967,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,19,80,,Vase - King,U,80,100,9698,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,20,19,,Pilot - Plane,F,19,100,2491,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,21,42,,Amount - Number,S,42,0,4259,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,22,4,,Seize - Take,F,4,100,2350,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,23,7,,Wasp - Bug,F,7,100,3309,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,24,20,,Blaze - Fire,F,20,100,2961,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,25,67,,Business - Death,U,67,100,2502,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,26,49,,End - Begin,S,49,90,6726,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,27,75,,Accident - Strong,U,75,95,6089,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,28,10,,Fantastic - Great,F,10,15,5915,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,29,30,,Out - Way,B,30,100,3664,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,30,44,,Waste - Dump,S,44,100,2636,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,31,31,,Clean - Hygiene,B,31,100,8108,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,32,52,,Cheese - Wine,S,52,100,3944,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,33,34,,War - Revolution,B,34,100,2900,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,34,73,,Tuck - Allow,U,73,0,2887,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,35,36,,Cow - Herd,B,36,100,2553,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,36,62,,Sacking - Dietary,U,62,100,2403,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,37,56,,Future - Past,S,56,10,6160,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,38,64,,Woman - Lift,U,64,100,3973,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,39,71,,Position - Machine,U,71,0,2267,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,40,12,,Chili - Hot,F,12,100,2662,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,41,3,,Cave - Dark,F,3,100,2504,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,42,77,,Add - Valley,U,77,40,7671,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,43,50,,Wind - Blow,S,50,100,2626,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,44,72,,Car - Happy,U,72,100,2301,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,45,39,,Fish - Tuna,B,39,100,2130,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,46,18,,Attire - Clothes,F,18,100,2030,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,47,74,,Lion - Art,U,74,100,1781,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,48,15,,Famine - Hunger,F,15,100,2011,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,49,51,,Soda - Pop,S,51,100,2881,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,50,35,,Talk - Discussion,B,35,100,2572,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,51,45,,Jury - Trial,S,45,100,3193,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,52,68,,Sight - Debate,U,68,100,2054,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,53,11,,Latch - Key,F,11,100,1963,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,54,6,,Word - Sentence,F,6,50,3758,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,55,37,,Card - Credit,B,37,100,2285,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,56,54,,Decision - Choice,S,54,100,1675,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,57,63,,Hungry - Park,U,63,100,1885,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,58,33,,Rock - Geology,B,33,100,2053,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,59,28,,Bird - Swan,B,28,100,1967,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,60,26,,Cold - Bitter,B,26,20,3626,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,61,43,,Site - Location,S,43,30,3650,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,62,40,,Hammer - Chisel,B,40,100,1883,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,63,5,,Growth - Height,F,5,0,3547,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,64,2,,Sip - Drink,F,2,100,2055,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,65,22,,Stomach - Digestion,B,22,100,4237,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,66,14,,Chore - Work,F,14,100,2188,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,67,46,,Design - Architecture,S,46,100,2008,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,68,25,,Sting - Hornet,B,25,100,1854,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,69,47,,Bar - Grill,S,47,100,2401,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,70,58,,Bee - Honey,S,58,100,2272,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,71,53,,Toilet - Bathroom,S,53,10,3141,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,72,76,,Riddle - Sugar,U,76,0,1746,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,73,79,,Sick - Hide,U,79,100,2682,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,74,55,,Foot - Shoe,S,55,100,3196,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,75,57,,Salad - Lettuce,S,57,100,2626,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,76,48,,Liver - Kidney,S,48,100,2022,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,77,78,,Would - Cash,U,78,100,3344,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,78,70,,Hand - Fix,U,70,100,2118,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,79,41,,Assignment - Due,S,41,0,8730,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,80,24,,News - Editor,B,24,100,2019,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,81,8,,Division - Math,F,8,0,2960,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,82,13,,Racket - Ball,F,13,100,2180,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,83,9,,Attorney - Law,F,9,100,1649,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,84,1,,Enough - Full,F,1,100,3693,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,85,65,,Belt - Soon,U,65,100,2792,,,,,,,1,StudyProc3
D_JOL C 2,119,1,BlockProc1,Block1,86,,,Friendliness - Nice,,3,,,,,,,,,1,StudyProc2
D_JOL C 2,119,1,BlockProc1,Block1,87,,,Geese - Goose,,1,,,,,,,,,1,StudyProc2
D_JOL C 2,119,1,BlockProc1,Block1,88,,,Trees - Green,,5,,,,,,,,,1,StudyProc2
D_JOL C 2,119,1,BlockProc1,Block1,89,,,Catcher - Baseball,,4,,,,,,,,,1,StudyProc2
D_JOL C 2,119,1,BlockProc1,Block1,90,,,Grab - Take,,2,,,,,,,,,1,StudyProc2
D_JOL C 2,119,1,BlockProc1,Block1,91,,,Position - ?,,71,,,,,place,17542,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,92,,,Stomach - ?,,22,,,,,pain,7254,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,93,,,Wasp - ?,,7,,,,,bee,5435,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,94,,,Word - ?,,6,,,,,choice,10048,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,95,,,Hammer - ?,,24,,,,,chisel,3588,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,96,,,Jury - ?,,45,,,,,judge,4491,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,97,,,Bird - ?,,29,,,,,nest,6918,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,98,,,Hand - ?,,70,,,,,fix,4160,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,99,,,Toilet - ?,,53,,,,,seat,21552,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,100,,,Accident - ?,,75,,,,,strong,3640,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,101,,,Dog - ?,,30,,,,,food,5317,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,102,,,Attorney - ?,,9,,,,,law,2887,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,103,,,Decision - ?,,54,,,,,choice,4450,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,104,,,End - ?,,49,,,,,beginning,9775,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,105,,,Site - ?,,43,,,,,word,5631,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,106,,,Seize - ?,,4,,,,,sick,10060,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,107,,,Floor - ?,,66,,,,,space,3888,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,108,,,Wind - ?,,50,,,,,blow,3179,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,109,,,Child - ?,,59,,,,,baby,2435,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,110,,,Enough - ?,,1,,,,,end,9392,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,111,,,Bee - ?,,58,,,,,honey,4359,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,112,,,Stench - ?,,17,,,,,smell,2359,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,113,,,Cold - ?,,27,,,,,hot,3784,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,114,,,Cheese - ?,,52,,,,,wine,1776,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,115,,,Flower - ?,,39,,,,,plant,5463,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,116,,,Attire - ?,,18,,,,,clothes,2628,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,117,,,Drowsy - ?,,16,,,,,sleep,2618,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,118,,,Add - ?,,77,,,,,mat,5368,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,119,,,Would - ?,,78,,,,,will,2744,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,120,,,Latch - ?,,11,,,,,on,3121,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,121,,,Belt - ?,,65,,,,,starting,6299,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,122,,,Design - ?,,46,,,,,architecture,7022,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,123,,,Plant - ?,,28,,,,,seed,3386,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,124,,,Talk - ?,,36,,,,,converse,6426,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,125,,,News - ?,,25,,,,,editor,3688,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,126,,,Sacking - ?,,62,,,,,still,4859,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,127,,,Sting - ?,,26,,,,,hornet,6679,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,128,,,Woman - ?,,64,,,,,lift,5250,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,129,,,Division - ?,,8,,,,,math,2719,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,130,,,Lion - ?,,74,,,,,art,3505,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,131,,,Rock - ?,,34,,,,,geology,3508,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,132,,,Cave - ?,,3,,,,,dark,11597,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,133,,,Chore - ?,,14,,,,,work,3932,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,134,,,Tuck - ?,,73,,,,,lift,3382,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,135,,,Famine - ?,,15,,,,,hungry,3669,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,136,,,Bad - ?,,21,,,,,worse,2625,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,137,,,Card - ?,,38,,,,,credit,5335,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,138,,,Fish - ?,,40,,,,,tuna,1784,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,139,,,Amount - ?,,41,,,,,due,2160,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,140,,,Sick - ?,,79,,,,,seize,5592,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,141,,,Car - ?,,72,,,,,happy,1951,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,142,,,Clean - ?,,32,,,,,good,4903,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,143,,,Water- ?,,33,,,,,drink,3426,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,144,,,Racket - ?,,13,,,,,ball,2039,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,145,,,Bronze - ?,,69,,,,,hope,3285,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,146,,,Riddle - ?,,76,,,,,question,4616,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,147,,,Salad - ?,,57,,,,,lettuce,4918,,,1,recallproc1
D_JOL C 2,119,1,BlockProc1,Block1,148,,,Sip - ?,,2,,,,,drink,4896,,,1,recallproc1
