ExperimentName,Subject,Session,Procedure[Block],Running[Block],Trial,Block1ITEMS,Block2ITEMS,cue_target,Direction,ListNum,pword3.RESP,pword3.RT,pword5.RESP,pword5.RT,Rword1.RESP,Rword1.RT,Rword2.RESP,Rword2.RT,Group,Procedure[Trial]
D_JOL A 2,117,1,BlockProc2,Block2,55,,35,Fish - Sardine,B,35,,,55,2630,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,56,,76,Both - Ounce,U,76,,,40,4194,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,57,,22,Car - Windshield,B,22,,,45,3199,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,58,,42,Rights - Equal,S,42,,,55,1930,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,59,,43,Mason - Jar,S,43,,,75,5500,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,60,,19,Chill - Cold,F,19,,,65,2309,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,61,,54,Phone - Communication,S,54,,,,2549,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,62,,2,Clue - Game,F,2,,,35,4115,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,63,,30,Best - Favorite,B,30,,,30,4621,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,64,,13,Mule - Donkey,F,13,,,75,2615,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,65,,65,Meat - Obtain,U,65,,,35,1431,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,66,,38,Honest - Truthful,B,38,,,70,3496,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,67,,61,Justice - Maroon,U,61,,,45,2759,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,68,,12,Chop - Cut,F,12,,,65,2620,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,69,,63,Give - Steak,U,63,,,35,3239,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,70,,11,Driver - Car,F,11,,,65,1906,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,71,,73,Moat - Clear,U,73,,,30,2698,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,72,,40,Fight - Brawl,B,40,,,45,3648,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,73,,69,Keys - Joke,U,69,,,0,10727,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,74,,34,Plane - Aircraft,B,34,,,10,4810,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,75,,15,Incense - Smell,F,15,,,55,2602,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,76,,60,Sun - Tan,S,60,,,65,3546,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,77,,18,Feud - Fight,F,18,,,40,2509,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,78,,70,Cake - Clothes,U,70,,,20,2282,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,79,,77,Temperature - Morning,U,77,,,30,7423,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,80,,28,Pop - Balloon,B,28,,,55,2299,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,81,,74,Lease - Toil,U,74,,,30,2010,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,82,,59,Tantrum - Temper,S,59,,,35,2675,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,83,,25,Star - Actress,B,25,,,45,2627,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,84,,10,Scalp - Head,F,10,,,55,1619,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,85,,78,Mirror - Children,U,78,,,25,6961,,,,,1,StudyProc5
D_JOL A 2,117,1,BlockProc2,Block2,86,,,Mind - Matter,,2,,,,,,,,,1,StudyProc6
D_JOL A 2,117,1,BlockProc2,Block2,87,,,Deaf - Hear,,3,,,,,,,,,1,StudyProc6
D_JOL A 2,117,1,BlockProc2,Block2,88,,,Magician - Magic,,4,,,,,,,,,1,StudyProc6
D_JOL A 2,117,1,BlockProc2,Block2,89,,,Deciet - Cheat,,1,,,,,,,,,1,StudyProc6
D_JOL A 2,117,1,BlockProc2,Block2,90,,,Contest - Competition,,5,,,,,,,,,1,StudyProc6
D_JOL A 2,117,1,BlockProc2,Block2,91,,,Baseball - ?,,36,,,,,,,catcher,7386,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,92,,,Mason - ?,,43,,,,,,,jar,2105,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,93,,,Shears - ?,,17,,,,,,,scissors,7172,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,94,,,Chill - ?,,19,,,,,,,cold,6923,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,95,,,Money - ?,,37,,,,,,,cashj,6389,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,96,,,Vehicle - ?,,65,,,,,,,car,3484,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,97,,,Furry - ?,,7,,,,,,,ounce,10616,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,98,,,Mule - ?,,13,,,,,,,donkey,3030,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,99,,,Rod - ?,,55,,,,,,,reel,2243,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,100,,,Cat - ?,,31,,,,,,,pet,11289,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,101,,,Chop - ?,,12,,,,,,,cut,2995,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,102,,,Sleep - ?,,39,,,,,,,nap,2026,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,103,,,Flea - ?,,56,,,,,,,tick,2128,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,104,,,Document - ?,,14,,,,,,,paper,8314,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,105,,,Glass - ?,,32,,,,,,,drink,5828,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,106,,,Rights - ?,,42,,,,,,,law,5458,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,107,,,Litter - ?,,8,,,,,,,trash,5830,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,108,,,Mirror - ?,,79,,,,,,,reflection,5044,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,109,,,Both - ?,,77,,,,,,,two,3745,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,110,,,Fuzzy - ?,,73,,,,,,,warm,2506,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,111,,,Thread - ?,,26,,,,,,,thimble,4380,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,112,,,Justice - ?,,61,,,,,,,law,3236,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,113,,,Give - ?,,63,,,,,,,take,3408,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,114,,,Bird - ?,,24,,,,,,,penguin,5408,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,115,,,Cake - ?,,71,,,,,,,batte,4654,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,116,,,Loud - ?,,57,,,,,,,noise,2457,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,117,,,Detective - ?,,5,,,,,,,documentaries,7407,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,118,,,Affection - ?,,20,,,,,,,lov,3613,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,119,,,Extension - ?,,1,,,,,,,long,5970,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,120,,,Wrist - ?,,45,,,,,,,wath,9355,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,121,,,Temperature - ?,,78,,,,,,,cold,15202,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,122,,,Adjourn - ?,,6,,,,,,,end,13504,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,123,,,Car - ?,,22,,,,,,,driver,3913,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,124,,,Dine - ?,,16,,,,,,,eat,3820,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,125,,,Crackle - ?,,67,,,,,,,pop,7962,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,126,,,Razor - ?,,41,,,,,,,shave,2250,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,127,,,Phone - ?,,54,,,,,,,ring,5815,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,128,,,Best - ?,,30,,,,,,,top,12037,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,129,,,Shell - ?,,68,,,,,,,monery,17850,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,130,,,Dry - ?,,51,,,,,,,wet,3966,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,131,,,Candle - ?,,44,,,,,,,wax,4982,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,132,,,Loan - ?,,76,,,,,,,take,8334,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,133,,,Scalp - ?,,10,,,,,,,head,2807,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,134,,,Fish - ?,,35,,,,,,,tun,3766,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,135,,,Plane - ?,,34,,,,,,,air,5502,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,136,,,Meat - ?,,66,,,,,,,chicken,23097,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,137,,,Lease - ?,,75,,,,,,,give,5730,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,138,,,Earth - ?,,49,,,,,,,ground,3828,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,139,,,Element - ?,,46,,,,,,,carbon,6034,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,140,,,Maze - ?,,64,,,,,,,search,12087,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,141,,,Fruit - ?,,29,,,,,,,strawberries,6762,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,142,,,Bad - ?,,23,,,,,,,good,10114,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,143,,,Keys - ?,,70,,,,,,,open,3556,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,144,,,Gone - ?,,47,,,,,,,away,3020,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,145,,,Incense - ?,,15,,,,,,,smell,2706,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,146,,,Cactus - ?,,3,,,,,,,plant,2765,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,147,,,Stretch - ?,,62,,,,,,,reach,5701,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,148,,,Water,,48,,,,,,,wet,10560,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,149,,,Truth - ?,,53,,,,,,,lies,6167,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,150,,,Shoelace - ?,,4,,,,,,,tie,4359,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,151,,,Turn - ?,,21,,,,,,,around,2831,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,152,,,Pop - ?,,28,,,,,,,soda,2053,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,153,,,Driver - ?,,11,,,,,,,car,2186,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,154,,,Fight - ?,,40,,,,,,,fright,12753,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,155,,,Tantrum - ?,,59,,,,,,,temper,3113,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,156,,,Own - ?,,58,,,,,,,have,3139,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,157,,,Star - ?,,25,,,,,,,bright,3332,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,158,,,Clue - ?,,2,,,,,,,detective,5574,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,159,,,Name - ?,,72,,,,,,,watch,5806,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,160,,,Safety - ?,,52,,,,,,,seatbelt,3996,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,161,,,Sun - ?,,60,,,,,,,bright,5955,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,162,,,Listen - ?,,69,,,,,,,hear,2171,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,163,,,Cherry - ?,,9,,,,,,,red,2027,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,164,,,Even - ?,,27,,,,,,,out,4865,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,165,,,Dead - ?,,33,,,,,,,coffin,5069,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,166,,,Main - ?,,80,,,,,,,road,5225,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,167,,,Feud - ?,,18,,,,,,,fight,2183,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,168,,,Moat - ?,,74,,,,,,,clear,2479,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,169,,,Alone - ?,,50,,,,,,,lonely,3122,1,recallproc2
D_JOL A 2,117,1,BlockProc2,Block2,170,,,Honest - ?,,38,,,,,,,truthful,3828,1,recallproc2
D_JOL A 2,121,1,BlockProc1,Block1,1,,,Member - Group,,5,,,,,,,,,1,StudyProc1
D_JOL A 2,121,1,BlockProc1,Block1,2,,,Shrimp - Fish,,4,,,,,,,,,1,StudyProc1
D_JOL A 2,121,1,BlockProc1,Block1,3,,,Curtain - Drapes,,2,,,,,,,,,1,StudyProc1
D_JOL A 2,121,1,BlockProc1,Block1,4,,,Haircut-Scissors,,1,,,,,,,,,1,StudyProc1
D_JOL A 2,121,1,BlockProc1,Block1,5,,,Snow - Ice,,3,,,,,,,,,1,StudyProc1
D_JOL A 2,121,1,BlockProc1,Block1,6,7,,Bitter - Cold,F,7,5,6596,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,7,18,,Credit - Card,F,18,100,3582,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,8,9,,Swan - Bird,F,9,75,4366,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,9,24,,Take - Seize,B,24,0,6000,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,10,50,,Blow - Wind,S,50,25,4347,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,11,17,,Herd - Cow,F,17,20,6636,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,12,29,,Law - Attorney,B,29,75,5971,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,13,26,,Sentence - Word,B,26,85,3717,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,14,54,,Choice - Decision,S,54,80,3535,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,15,5,,Editor - News,F,5,40,5013,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,16,22,,Drink - Sip,B,22,70,2697,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,17,72,,Happy - Car,U,72,0,5146,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,18,56,,Past - Future,S,57,95,5574,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,19,27,,Bug - Wasp,B,27,65,4283,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,20,34,,Work - Chore,B,34,10,4893,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,21,75,,Strong - Accident,U,75,20,4300,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,22,38,,Clothes - Attire,B,38,25,5845,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,23,42,,Number - Amount,S,42,5,5466,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,24,57,,Lettuce - Salad,S,56,95,3488,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,25,44,,Dump - Waste,S,44,85,4952,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,26,64,,Lift - Woman,U,64,70,2066,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,27,19,,Orchid - Flower,F,19,25,6024,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,28,15,,Revolution - War,F,15,70,3655,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,29,16,,Discussion - Talk,F,16,5,8975,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,30,4,,Chisel - Hammer,F,4,25,7266,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,31,79,,Hide - Sick,U,79,100,2444,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,32,59,,Baby - Child,S,59,95,7492,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,33,48,,Kidney - Liver,S,48,100,7256,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,34,39,,Plane - Pilot,B,39,95,5381,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,35,31,,Key - Latch,B,31,10,3936,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,36,78,,Cash - Would,U,78,0,1959,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,37,60,,Circle - Round,S,60,100,4318,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,38,11,,Way - Out,F,11,85,4362,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,39,35,,Hunger - Famine,B,35,60,6858,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,40,53,,Bathroom - Toilet,S,53,100,6408,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,41,51,,Pop - Soda,S,51,100,6528,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,42,3,,Wage - Money,F,3,9,4036,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,43,45,,Trial - Jury,S,45,75,4600,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,44,21,,Full - Enough,B,21,90,1726,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,45,36,,Sleep - Drowsy,B,36,100,4406,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,46,1,,Delinquent - Bad,F,1,90,2721,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,47,80,,King - Vase,U,80,95,3350,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,48,47,,Grill -Bar,S,47,5,3424,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,49,76,,Sugar - Riddle,U,76,0,4172,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,50,66,,Discover - Floor,U,66,0,1945,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,51,74,,Art - Lion,U,74,80,2837,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,52,71,,Machine - Position,U,71,75,2432,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,53,46,,Architecture - Design,S,46,5,7349,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,54,52,,Wine - Cheese,S,52,85,7127,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,55,77,,Valley - Add,U,77,25,4648,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,56,62,,Dietary - Sacking,U,62,20,3492,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,57,67,,Death - Business,U,67,90,3051,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,58,30,,Great - Fantastic,B,30,0,10294,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,59,40,,Fire - Blaze,B,40,100,4774,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,60,70,,Fix - Hand,U,70,0,2017,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,61,69,,Artery - Bronze,U,69,0,1589,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,62,13,,Bridge - Water,F,13,90,3223,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,63,2,,Digestion - Stomach,F,2,95,4855,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,64,65,,Soon - Belt,U,65,0,4141,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,65,32,,Hot - Chili,B,32,100,3105,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,66,6,,Hornet - Sting,F,6,90,4477,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,67,68,,Debate - Sight,U,68,10,3937,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,68,55,,Shoe - Foot,S,55,100,3393,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,69,61,,Pusher - Clutter,U,61,90,2399,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,70,28,,Math - Division,B,28,100,2703,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,71,58,,Honey - Bee,S,58,100,9709,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,72,23,,Dark - Cave,B,23,90,2390,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,73,37,,Smell - Stench,B,37,75,4553,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,74,25,,Height - Growth,B,25,90,4520,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,75,14,,Geology - Rock,F,14,100,2683,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,76,8,,Root - Plant,F,8,75,2896,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,77,43,,Location - Site,S,43,75,5324,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,78,63,,Park - Hungry,U,63,0,3503,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,79,41,,Due - Assignment,S,41,100,3349,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,80,20,,Tuna -  Fish,F,20,100,2683,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,81,73,,Allow - Tuck,U,73,0,4356,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,82,33,,Ball - Racket,B,33,100,3379,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,83,10,,Paw - Dog,F,10,90,2805,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,84,49,,Begin - End,S,49,0,7249,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,85,12,,Hygiene - Clean,F,12,95,5334,,,,,,,1,StudyProc3
D_JOL A 2,121,1,BlockProc1,Block1,86,,,Geese - Goose,,1,,,,,,,,,1,StudyProc2
D_JOL A 2,121,1,BlockProc1,Block1,87,,,Trees - Green,,5,,,,,,,,,1,StudyProc2
D_JOL A 2,121,1,BlockProc1,Block1,88,,,Grab - Take,,2,,,,,,,,,1,StudyProc2
D_JOL A 2,121,1,BlockProc1,Block1,89,,,Catcher - Baseball,,4,,,,,,,,,1,StudyProc2
D_JOL A 2,121,1,BlockProc1,Block1,90,,,Friendliness - Nice,,3,,,,,,,,,1,StudyProc2
D_JOL A 2,121,1,BlockProc1,Block1,91,,,Sleep - ?,,36,,,,,drowsy,5617,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,92,,,Geology - ?,,14,,,,,rock,2119,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,93,,,Fix - ?,,70,,,,,lock,6841,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,94,,,Circle - ?,,60,,,,,round,2310,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,95,,,Debate - ?,,68,,,,,argue,10657,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,96,,,Dark - ?,,23,,,,,cave,2533,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,97,,,Sugar - ?,,76,,,,,bitter,6182,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,98,,,Pusher - ?,,61,,,,,clutter,2678,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,99,,,Hot - ?,,32,,,,,chili,5370,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,100,,,Clothes - ?,,38,,,,,attire,2729,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,101,,,Lettuce - ?,,56,,,,,salad,3259,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,102,,,Lift - ?,,64,,,,,woman,2624,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,103,,,Wine - ?,,52,,,,,cheee,5590,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,104,,,Chisel - ?,,4,,,,,hammer,2821,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,105,,,Choice - ?,,54,,,,,decision,6194,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,106,,,Bug - ?,,27,,,,,wasp,4961,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,107,,,Sentence - ?,,26,,,,,words,3226,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,108,,,Soon - ?,,65,,,,,end,5391,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,109,,,Past - ?,,57,,,,,present,3982,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,110,,,Strong - ?,,75,,,,,weak,8318,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,111,,,Bathroom - ?,,53,,,,,toilet,2512,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,112,,,Smell - ?,,37,,,,,stench,2258,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,113,,,Credit - ?,,18,,,,,card,1719,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,114,,,Herd - ?,,17,,,,,cow,2088,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,115,,,Hygiene - ?,,12,,,,,clean,2308,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,116,,,Due - ?,,41,,,,,assignment,3774,,,1,recallproc1
D_JOL A 2,121,1,BlockProc1,Block1,117,,,Artery - ?,,69,,,,,line,3910,,,1,recallproc1
